N,seed_theta,seed_Y,var_name,est,sd,bias,cover
400,4,5,Sigma_1,4.3067421405521,0.979401861775359,-0.983257859447902,TRUE
400,4,5,Sigma_2,0.683096010822071,0.209603003690919,-0.316903989177929,TRUE
400,4,5,Sigma_3,0.825480837445339,0.244370145479801,-0.174519162554661,TRUE
400,4,5,Sigma_4,3.98631362571031,0.854618845566002,-1.30368637428969,TRUE
400,4,5,Sigma_5,4.32556168409479,0.964108838695732,-0.964438315905212,TRUE
400,4,5,Sigma_6,1.00359980508805,0.205063659177605,0.0035998050880488,TRUE
400,4,5,Sigma_7,2.11405089336691,0.533292890673309,-3.17594910663309,FALSE
400,5,1,Sigma_1,4.89408075700722,1.24965145358319,-0.39591924299278,TRUE
400,5,1,Sigma_2,0.748048727284112,0.229603658366461,-0.251951272715888,TRUE
400,5,1,Sigma_3,0.98271961090738,0.327736492211357,-0.0172803890926202,TRUE
400,5,1,Sigma_4,6.39543278250949,1.39947017712583,1.10543278250949,TRUE
400,5,1,Sigma_5,4.89974316768691,1.15271732645787,-0.390256832313092,TRUE
400,5,1,Sigma_6,0.907224335560789,0.208749202769676,-0.0927756644392107,TRUE
400,5,1,Sigma_7,5.64574505753601,1.50737466527302,0.355745057536006,TRUE
400,5,2,Sigma_1,3.8840029839023,0.97269719406078,-1.4059970160977,TRUE
400,5,2,Sigma_2,0.764026320216836,0.222609019029335,-0.235973679783164,TRUE
400,5,2,Sigma_3,0.746257964416584,0.236875012370842,-0.253742035583416,TRUE
400,5,2,Sigma_4,5.55530990710694,1.30034364360408,0.26530990710694,TRUE
400,5,2,Sigma_5,3.7044970596766,0.91552451203613,-1.5855029403234,TRUE
400,5,2,Sigma_6,0.781875944453477,0.181315558346102,-0.218124055546523,TRUE
400,5,2,Sigma_7,3.6636632348586,0.968605508840369,-1.6263367651414,TRUE
400,5,3,Sigma_1,3.80034578608794,0.898432940172657,-1.48965421391206,TRUE
400,5,3,Sigma_2,0.916622335094399,0.274109870492042,-0.0833776649056013,TRUE
400,5,3,Sigma_3,0.640229570322931,0.204784791750345,-0.359770429677069,TRUE
400,5,3,Sigma_4,5.58640049007935,1.13487295915453,0.296400490079351,TRUE
400,5,3,Sigma_5,4.70808282364856,1.06840856653393,-0.581917176351435,TRUE
400,5,3,Sigma_6,0.916536451489473,0.207880384218407,-0.0834635485105265,TRUE
400,5,3,Sigma_7,4.90504766099163,1.23863478568654,-0.384952339008369,TRUE
400,5,4,Sigma_1,3.85453541468328,0.887426909253069,-1.43546458531672,TRUE
400,5,4,Sigma_2,0.939001037935786,0.286234992668081,-0.0609989620642136,TRUE
400,5,4,Sigma_3,0.73810159254856,0.237831383145063,-0.26189840745144,TRUE
400,5,4,Sigma_4,5.375350107169,1.1606318266536,0.0853501071690026,TRUE
400,5,4,Sigma_5,4.50784047827956,1.0010192084716,-0.782159521720438,TRUE
400,5,4,Sigma_6,0.764889775608586,0.167079438083757,-0.235110224391414,TRUE
400,5,4,Sigma_7,4.26743761005564,0.982327553968754,-1.02256238994436,TRUE
400,5,5,Sigma_1,4.57685740324778,1.1040907902139,-0.713142596752215,TRUE
400,5,5,Sigma_2,0.66937775783807,0.199120780671975,-0.33062224216193,TRUE
400,5,5,Sigma_3,0.61980165327723,0.188208779832941,-0.38019834672277,TRUE
400,5,5,Sigma_4,6.00319228126342,1.37832540332358,0.713192281263422,TRUE
400,5,5,Sigma_5,3.7359426013666,0.825735303795646,-1.5540573986334,TRUE
400,5,5,Sigma_6,0.860248100492317,0.192045257001827,-0.139751899507683,TRUE
400,5,5,Sigma_7,4.51730523462172,1.12165645106628,-0.772694765378279,TRUE
400,6,1,Sigma_1,4.61020787911782,1.08953076882497,-0.679792120882177,TRUE
400,6,1,Sigma_2,1.00645549752348,0.309417454496587,0.00645549752348429,TRUE
400,6,1,Sigma_3,1.38030336267318,0.39516159502742,0.380303362673178,TRUE
400,6,1,Sigma_4,4.89834300214814,0.994749069942129,-0.391656997851858,TRUE
400,6,1,Sigma_5,3.65218800404126,0.885329351933881,-1.63781199595874,TRUE
400,6,1,Sigma_6,0.792416814486055,0.169141598138342,-0.207583185513945,TRUE
400,6,1,Sigma_7,2.87446677084575,0.758158648366844,-2.41553322915425,FALSE
400,6,2,Sigma_1,4.36705137124699,1.08265537007381,-0.92294862875301,TRUE
400,6,2,Sigma_2,1.2514553669891,0.378270653750649,0.251455366989096,TRUE
400,6,2,Sigma_3,1.67563827598742,0.532049130542577,0.675638275987418,TRUE
400,6,2,Sigma_4,4.81424206181684,1.01258229807168,-0.475757938183162,TRUE
400,6,2,Sigma_5,3.55428455981191,0.829473047992916,-1.73571544018809,TRUE
400,6,2,Sigma_6,0.615405173502305,0.137405016519048,-0.384594826497695,FALSE
400,6,2,Sigma_7,3.06209617572043,0.841568732246555,-2.22790382427957,FALSE
400,6,3,Sigma_1,4.76425376426282,1.12065954435952,-0.52574623573718,TRUE
400,6,3,Sigma_2,0.882699289626176,0.245450521624954,-0.117300710373824,TRUE
400,6,3,Sigma_3,1.50717873627521,0.416579734020834,0.507178736275212,TRUE
400,6,3,Sigma_4,5.06058572723296,1.03892430522152,-0.229414272767039,TRUE
400,6,3,Sigma_5,4.39775021949159,0.923291933652297,-0.892249780508409,TRUE
400,6,3,Sigma_6,0.726041521286903,0.150256042838941,-0.273958478713097,TRUE
400,6,3,Sigma_7,2.74890294216169,0.654933340908577,-2.54109705783831,FALSE
400,6,4,Sigma_1,5.40777091002177,1.28776650822709,0.117770910021772,TRUE
400,6,4,Sigma_2,0.980292239326648,0.297378477507547,-0.0197077606733516,TRUE
400,6,4,Sigma_3,1.27116916283501,0.355477450876382,0.271169162835008,TRUE
400,6,4,Sigma_4,6.0920653737128,1.25376594181768,0.802065373712805,TRUE
400,6,4,Sigma_5,3.23253854059575,0.779696607504536,-2.05746145940425,FALSE
400,6,4,Sigma_6,0.854472406277681,0.181532729726867,-0.145527593722319,TRUE
400,6,4,Sigma_7,3.51474232895928,0.833853637912505,-1.77525767104072,TRUE
400,6,5,Sigma_1,4.78588011482358,1.16786558823671,-0.504119885176419,TRUE
400,6,5,Sigma_2,0.920617112239907,0.26570633899557,-0.0793828877600928,TRUE
400,6,5,Sigma_3,1.81078284741649,0.544753244197632,0.810782847416491,FALSE
400,6,5,Sigma_4,4.91876491821473,0.967218517413377,-0.37123508178527,TRUE
400,6,5,Sigma_5,4.47654938557848,1.0017944199634,-0.813450614421519,TRUE
400,6,5,Sigma_6,0.716263991825814,0.149208188821667,-0.283736008174186,TRUE
400,6,5,Sigma_7,2.82629708066907,0.692588459242014,-2.46370291933093,FALSE
400,7,1,Sigma_1,3.44435470028192,0.886110229559257,-1.84564529971808,TRUE
400,7,1,Sigma_2,1.59311621850161,0.469164702202518,0.593116218501611,TRUE
400,7,1,Sigma_3,0.597610099242475,0.192127424380314,-0.402389900757525,TRUE
400,7,1,Sigma_4,3.06518500680406,0.668045977731511,-2.22481499319594,FALSE
400,7,1,Sigma_5,5.06177203552794,1.25691962657257,-0.22822796447206,TRUE
400,7,1,Sigma_6,0.914593703905889,0.232474980546828,-0.0854062960941108,TRUE
400,7,1,Sigma_7,3.65319594668782,1.01288126871417,-1.63680405331218,TRUE
400,7,2,Sigma_1,2.98177957528703,0.719276931798926,-2.30822042471297,FALSE
400,7,2,Sigma_2,1.37123827060284,0.374210753530161,0.371238270602838,TRUE
400,7,2,Sigma_3,0.691684732899796,0.219744548268947,-0.308315267100204,TRUE
400,7,2,Sigma_4,3.27186530931139,0.747988388542153,-2.01813469068861,FALSE
400,7,2,Sigma_5,3.77960275660904,0.885959017233734,-1.51039724339095,TRUE
400,7,2,Sigma_6,0.671413201944751,0.17701671912826,-0.328586798055249,TRUE
400,7,2,Sigma_7,4.36465762424194,1.08989159196984,-0.925342375758058,TRUE
400,7,3,Sigma_1,3.27753251529472,0.736356241330372,-2.01246748470528,FALSE
400,7,3,Sigma_2,2.01633252786101,0.578985812539302,1.01633252786101,FALSE
400,7,3,Sigma_3,0.848395995888738,0.279301609461794,-0.151604004111262,TRUE
400,7,3,Sigma_4,2.67076327494446,0.522248621689229,-2.61923672505554,FALSE
400,7,3,Sigma_5,3.57172967626361,0.817957315873337,-1.71827032373639,TRUE
400,7,3,Sigma_6,0.61095583904704,0.149431986589229,-0.38904416095296,FALSE
400,7,3,Sigma_7,4.06779632761642,1.0581110555349,-1.22220367238358,TRUE
400,7,4,Sigma_1,3.70843478455622,0.832373556336464,-1.58156521544377,TRUE
400,7,4,Sigma_2,1.34373996184932,0.374619349888939,0.343739961849321,TRUE
400,7,4,Sigma_3,0.686639906857754,0.216194137421979,-0.313360093142246,TRUE
400,7,4,Sigma_4,3.80447688425373,0.778532982975042,-1.48552311574627,TRUE
400,7,4,Sigma_5,4.79035286812823,1.01914879035744,-0.499647131871771,TRUE
400,7,4,Sigma_6,0.756801541305241,0.165367654245728,-0.243198458694759,TRUE
400,7,4,Sigma_7,3.98820763465419,0.92833390011047,-1.30179236534581,TRUE
400,7,5,Sigma_1,3.55358305619072,0.906928712075964,-1.73641694380928,TRUE
400,7,5,Sigma_2,1.86730313498243,0.533069705787557,0.867303134982434,FALSE
400,7,5,Sigma_3,0.685841344434655,0.214611287315072,-0.314158655565345,TRUE
400,7,5,Sigma_4,3.94864678871315,0.810330708279544,-1.34135321128685,TRUE
400,7,5,Sigma_5,5.62231734612005,1.32523389101485,0.332317346120046,TRUE
400,7,5,Sigma_6,0.599697276412219,0.140113205048088,-0.400302723587781,FALSE
400,7,5,Sigma_7,3.34114193501516,0.812975706524477,-1.94885806498484,FALSE
400,8,1,Sigma_1,4.39521106450462,1.04532911080198,-0.894788935495377,TRUE
400,8,1,Sigma_2,0.733020453841134,0.241242056310451,-0.266979546158866,TRUE
400,8,1,Sigma_3,1.25399658070009,0.421405332422529,0.253996580700091,TRUE
400,8,1,Sigma_4,5.14336505777908,1.03987440528938,-0.146634942220918,TRUE
400,8,1,Sigma_5,3.69371695636299,0.89871281421767,-1.59628304363701,TRUE
400,8,1,Sigma_6,0.845975076852034,0.189787243651901,-0.154024923147966,TRUE
400,8,1,Sigma_7,4.78296470876921,1.2223245878529,-0.507035291230785,TRUE
400,8,2,Sigma_1,4.94565740597858,1.14540830033746,-0.344342594021416,TRUE
400,8,2,Sigma_2,0.882150874468804,0.305632942713114,-0.117849125531196,TRUE
400,8,2,Sigma_3,1.00181171842539,0.318537451484382,0.00181171842538719,TRUE
400,8,2,Sigma_4,4.8659792225878,1.01247298358502,-0.424020777412202,TRUE
400,8,2,Sigma_5,3.35693631070582,0.855718934182299,-1.93306368929418,FALSE
400,8,2,Sigma_6,0.865259608375918,0.1958467878474,-0.134740391624082,TRUE
400,8,2,Sigma_7,5.18996680528849,1.28035926309999,-0.100033194711505,TRUE
400,8,3,Sigma_1,4.83031187173549,1.17241713424147,-0.459688128264511,TRUE
400,8,3,Sigma_2,1.02915238558654,0.342759376541916,0.0291523855865441,TRUE
400,8,3,Sigma_3,0.815051616435625,0.249608869128757,-0.184948383564375,TRUE
400,8,3,Sigma_4,5.21075671909274,1.11107420962626,-0.0792432809072601,TRUE
400,8,3,Sigma_5,4.18940164124259,0.987335997277589,-1.10059835875741,TRUE
400,8,3,Sigma_6,0.864820710393351,0.192592007211594,-0.135179289606649,TRUE
400,8,3,Sigma_7,5.42004289249818,1.38853841494449,0.130042892498179,TRUE
400,8,4,Sigma_1,5.51440260676441,1.33803960601705,0.224402606764412,TRUE
400,8,4,Sigma_2,0.686676501506562,0.211493630229403,-0.313323498493438,TRUE
400,8,4,Sigma_3,1.16128985160887,0.388793803866053,0.161289851608868,TRUE
400,8,4,Sigma_4,6.68045672464299,1.42555159751412,1.39045672464299,TRUE
400,8,4,Sigma_5,4.42936792323775,1.08754450908229,-0.860632076762253,TRUE
400,8,4,Sigma_6,0.920493976394292,0.220164482295021,-0.0795060236057076,TRUE
400,8,4,Sigma_7,5.54573709389066,1.41251057684941,0.255737093890658,TRUE
400,8,5,Sigma_1,5.04382601248419,1.17063047017961,-0.246173987515811,TRUE
400,8,5,Sigma_2,0.950961110229758,0.317742210560272,-0.0490388897702417,TRUE
400,8,5,Sigma_3,0.879180702435954,0.265399164094169,-0.120819297564046,TRUE
400,8,5,Sigma_4,5.14626246525875,1.07521909185578,-0.143737534741252,TRUE
400,8,5,Sigma_5,3.08433862624838,0.701708511868208,-2.20566137375161,FALSE
400,8,5,Sigma_6,1.09637940934194,0.241452901631845,0.0963794093419399,TRUE
400,8,5,Sigma_7,5.57837133947192,1.45338934894941,0.288371339471917,TRUE
400,9,1,Sigma_1,3.33587926180005,0.892932507130648,-1.95412073819995,TRUE
400,9,1,Sigma_2,1.33761755481235,0.421457362997708,0.337617554812353,TRUE
400,9,1,Sigma_3,0.913843621863798,0.285537388608776,-0.0861563781362016,TRUE
400,9,1,Sigma_4,3.89022484046508,0.815899962211718,-1.39977515953492,TRUE
400,9,1,Sigma_5,4.94794436684074,1.16841029819636,-0.342055633159257,TRUE
400,9,1,Sigma_6,0.965342939557481,0.220280455776069,-0.0346570604425193,TRUE
400,9,1,Sigma_7,4.95754141057463,1.18545938757018,-0.332458589425367,TRUE
400,9,2,Sigma_1,2.82119936138153,0.636179209264599,-2.46880063861847,FALSE
400,9,2,Sigma_2,1.21185473005665,0.354243946992982,0.211854730056645,TRUE
400,9,2,Sigma_3,0.689146442917582,0.214985876756486,-0.310853557082418,TRUE
400,9,2,Sigma_4,4.11797677745959,0.807795128795722,-1.17202322254041,TRUE
400,9,2,Sigma_5,5.14077001369475,1.21651792106175,-0.149229986305248,TRUE
400,9,2,Sigma_6,0.817995362750425,0.17316636137019,-0.182004637249575,TRUE
400,9,2,Sigma_7,4.93176790857881,1.20893274672255,-0.358232091421193,TRUE
400,9,3,Sigma_1,3.55748365144893,0.774926219290287,-1.73251634855107,FALSE
400,9,3,Sigma_2,1.37851957529415,0.385918628664822,0.378519575294149,TRUE
400,9,3,Sigma_3,1.04931118234612,0.307774591940676,0.0493111823461174,TRUE
400,9,3,Sigma_4,3.61390018631292,0.70635761681643,-1.67609981368708,FALSE
400,9,3,Sigma_5,5.30565499910899,1.14807448050485,0.0156549991089951,TRUE
400,9,3,Sigma_6,0.924152663739978,0.204956126375293,-0.0758473362600225,TRUE
400,9,3,Sigma_7,5.62609093192319,1.3379366449232,0.336090931923189,TRUE
400,9,4,Sigma_1,3.24845880267406,0.867861910005038,-2.04154119732594,TRUE
400,9,4,Sigma_2,1.06782219871101,0.315568725292217,0.0678221987110141,TRUE
400,9,4,Sigma_3,0.851508469919522,0.292231388446385,-0.148491530080478,TRUE
400,9,4,Sigma_4,4.8727384360644,1.1838449182765,-0.417261563935599,TRUE
400,9,4,Sigma_5,5.3206627783058,1.3203556162849,0.030662778305798,TRUE
400,9,4,Sigma_6,0.935277786754583,0.216548451826155,-0.0647222132454166,TRUE
400,9,4,Sigma_7,4.62558442786988,1.29881046041543,-0.664415572130116,TRUE
400,9,5,Sigma_1,2.99271024067942,0.752902801059759,-2.29728975932058,FALSE
400,9,5,Sigma_2,0.93126779597402,0.258629306137332,-0.0687322040259802,TRUE
400,9,5,Sigma_3,0.910540257932593,0.300218812749078,-0.0894597420674069,TRUE
400,9,5,Sigma_4,4.34095633550049,1.00965122401568,-0.949043664499509,TRUE
400,9,5,Sigma_5,4.21287610080637,1.02806743320947,-1.07712389919363,TRUE
400,9,5,Sigma_6,0.947174071750015,0.218081239933111,-0.0528259282499847,TRUE
400,9,5,Sigma_7,5.15215431168484,1.41494776679718,-0.137845688315157,TRUE
400,10,1,Sigma_1,2.14108767887644,0.533894983179059,-3.14891232112356,FALSE
400,10,1,Sigma_2,0.752685482070811,0.248982859876496,-0.247314517929189,TRUE
400,10,1,Sigma_3,1.11466895154151,0.332291926646038,0.114668951541509,TRUE
400,10,1,Sigma_4,3.57967127792642,0.721486897922753,-1.71032872207358,FALSE
400,10,1,Sigma_5,3.05997914104749,0.734603141487045,-2.23002085895251,FALSE
400,10,1,Sigma_6,1.10275929686183,0.262349680134158,0.102759296861833,TRUE
400,10,1,Sigma_7,4.13377897074671,1.03206934680961,-1.15622102925329,TRUE
400,10,2,Sigma_1,2.47459651978521,0.636699788728505,-2.81540348021479,FALSE
400,10,2,Sigma_2,1.18895376692806,0.418915473353625,0.188953766928063,TRUE
