seed_theta,seed_Y,fixtree,method_hclust,rmse,tree_frobenius,ari,label,N
7,4,FALSE,ward.D2,0.135653534177904,2.28608926908422,0.588957274439014,BayesLCM (homogeneous var) + HC,400
7,4,FALSE,single,0.135653534177904,2.37792656856325,0.588957274439014,BayesLCM (homogeneous var) + HC,400
7,4,FALSE,average,0.135653534177904,2.42268315796714,0.588957274439014,BayesLCM (homogeneous var) + HC,400
7,4,FALSE,complete,0.135653534177904,2.47441413954712,0.588957274439014,BayesLCM (homogeneous var) + HC,400
7,4,FALSE,mcquitty,0.135653534177904,2.45741206032951,0.588957274439014,BayesLCM (homogeneous var) + HC,400
7,5,FALSE,ward.D,0.160483380928255,2.36634706469129,0.383626559069709,BayesLCM (homogeneous var) + HC,400
7,5,FALSE,ward.D2,0.160483380928255,2.40959371900185,0.383626559069709,BayesLCM (homogeneous var) + HC,400
7,5,FALSE,single,0.160483380928255,2.6092578258734,0.383626559069709,BayesLCM (homogeneous var) + HC,400
7,5,FALSE,average,0.160483380928255,2.58891042835242,0.383626559069709,BayesLCM (homogeneous var) + HC,400
7,5,FALSE,complete,0.160483380928255,2.55793695631787,0.383626559069709,BayesLCM (homogeneous var) + HC,400
7,5,FALSE,mcquitty,0.160483380928255,2.59743346526678,0.383626559069709,BayesLCM (homogeneous var) + HC,400
8,1,FALSE,ward.D,0.145110561028628,2.44874327520973,0.507653977731846,BayesLCM (homogeneous var) + HC,400
8,1,FALSE,ward.D2,0.145110561028628,2.51044483464436,0.507653977731846,BayesLCM (homogeneous var) + HC,400
8,1,FALSE,single,0.145110561028628,2.80665218294583,0.507653977731846,BayesLCM (homogeneous var) + HC,400
8,1,FALSE,average,0.145110561028628,2.73748769130046,0.507653977731846,BayesLCM (homogeneous var) + HC,400
8,1,FALSE,complete,0.145110561028628,2.67598277732866,0.507653977731846,BayesLCM (homogeneous var) + HC,400
8,1,FALSE,mcquitty,0.145110561028628,2.73748769130046,0.507653977731846,BayesLCM (homogeneous var) + HC,400
8,2,FALSE,ward.D,0.170880704909045,2.48295844586351,0.363522542094159,BayesLCM (homogeneous var) + HC,400
