N,seed_theta,seed_Y,K_candidate,fold,predictive_llk
400,12,4,7,1,-3406.68046146415
400,12,4,7,2,-3415.55847465908
400,12,4,7,3,-3419.2633788083
400,12,4,7,4,-3389.60627232084
400,12,4,7,5,-3437.40804627178
400,12,4,8,1,-3409.54675668725
400,12,4,8,2,-3432.13745472173
400,12,4,8,3,-3422.86516869516
400,12,4,8,4,-3414.23001304659
400,12,4,8,5,-3439.94556410377
400,12,5,4,1,-3402.01632170042
400,12,5,4,2,-3403.82634439744
400,12,5,4,3,-3370.09028422575
400,12,5,4,4,-3416.19225427023
400,12,5,4,5,-3438.94890267971
400,12,5,5,1,-3384.50468645075
400,12,5,5,2,-3395.49616541347
400,12,5,5,3,-3355.5268766818
400,12,5,5,4,-3397.91545161812
400,12,5,5,5,-3416.79131558515
400,12,5,6,1,-3385.90965841939
400,12,5,6,2,-3393.21979692298
400,12,5,6,3,-3367.82258028515
400,12,5,6,4,-3397.05037643181
400,12,5,6,5,-3418.20642175243
400,12,5,7,1,-3390.18462214665
400,12,5,7,2,-3436.64410442147
400,12,5,7,3,-3369.94500735946
400,12,5,7,4,-3399.15246357216
400,12,5,7,5,-3422.41087618994
400,12,5,8,1,-3394.09392699536
400,12,5,8,2,-3404.83765980331
400,12,5,8,3,-3377.06819092417
400,12,5,8,4,-3408.75710630735
400,12,5,8,5,-3460.14945796528
400,13,1,4,1,-3278.92746150685
400,13,1,4,2,-3195.42277119934
400,13,1,4,3,-3289.07918043855
400,13,1,4,4,-3251.58008068583
400,13,1,4,5,-3230.81134156543
400,13,1,5,1,-3264.61623684108
400,13,1,5,2,-3195.13688530775
400,13,1,5,3,-3286.16885711905
400,13,1,5,4,-3249.0040182651
400,13,1,5,5,-3229.61911772815
400,13,1,6,1,-3258.29112849565
400,13,1,6,2,-3187.43193128089
400,13,1,6,3,-3277.44494424426
400,13,1,6,4,-3243.3559431299
400,13,1,6,5,-3220.52579468332
400,13,1,7,1,-3261.42420080624
400,13,1,7,2,-3207.64321872557
400,13,1,7,3,-3286.73493638252
400,13,1,7,4,-3266.81933343622
400,13,1,7,5,-3243.48701513364
400,13,1,8,1,-3277.50457288609
400,13,1,8,2,-3199.80658906371
400,13,1,8,3,-3287.78899591447
400,13,1,8,4,-3249.98143307725
400,13,1,8,5,-3250.08537116545
400,13,2,4,1,-3340.5206631433
400,13,2,4,2,-3302.90779176316
400,13,2,4,3,-3335.88240058746
400,13,2,4,4,-3356.5252117185
400,13,2,4,5,-3350.50541866242
400,13,2,5,1,-3335.94618676683
400,13,2,5,2,-3307.50669300952
400,13,2,5,3,-3328.39679888404
400,13,2,5,4,-3343.04494726151
400,13,2,5,5,-3342.01351091967
400,13,2,6,1,-3342.03473571583
400,13,2,6,2,-3316.47421943843
400,13,2,6,3,-3330.77844645537
400,13,2,6,4,-3344.52272458223
400,13,2,6,5,-3344.47830487092
400,13,2,7,1,-3347.11848064904
400,13,2,7,2,-3321.68832418817
400,13,2,7,3,-3339.31444229623
400,13,2,7,4,-3352.8106088344
400,13,2,7,5,-3348.81366350656
400,13,2,8,1,-3355.56094313094
400,13,2,8,2,-3328.57338596196
400,13,2,8,3,-3345.47976606545
400,13,2,8,4,-3351.95606274723
400,13,2,8,5,-3358.15291511757
400,13,3,4,1,-3325.41980076678
400,13,3,4,2,-3254.90276117546
400,13,3,4,3,-3264.69502675114
400,13,3,4,4,-3301.39507148879
400,13,3,4,5,-3261.70286578057
400,13,3,5,1,-3327.04696515933
400,13,3,5,2,-3260.81424095432
400,13,3,5,3,-3272.87924832252
400,13,3,5,4,-3306.00316665207
400,13,3,5,5,-3266.24880077992
400,13,3,6,1,-3339.37541380296
400,13,3,6,2,-3251.70297541589
400,13,3,6,3,-3278.41381205563
400,13,3,6,4,-3293.71280762652
400,13,3,6,5,-3256.221211825
400,13,3,7,1,-3348.92241739729
400,13,3,7,2,-3258.64463377411
400,13,3,7,3,-3276.94123763102
400,13,3,7,4,-3305.26970574842
400,13,3,7,5,-3266.51620700687
400,13,3,8,1,-3338.2805000131
400,13,3,8,2,-3260.89869874512
400,13,3,8,3,-3274.43657875278
400,13,3,8,4,-3308.01971929801
400,13,3,8,5,-3278.4487547838
400,13,4,4,1,-3236.46468376489
400,13,4,4,2,-3298.19187118775
400,13,4,4,3,-3282.07102119542
400,13,4,4,4,-3243.69335738002
400,13,4,4,5,-3221.20208277958
400,13,4,5,1,-3233.10233746251
400,13,4,5,2,-3301.34889688325
400,13,4,5,3,-3276.09341373284
400,13,4,5,4,-3242.31991625363
400,13,4,5,5,-3230.55741508297
400,13,4,6,1,-3228.12291247167
400,13,4,6,2,-3293.11716929979
400,13,4,6,3,-3267.8938352621
400,13,4,6,4,-3227.13649240736
400,13,4,6,5,-3208.09042999864
400,13,4,7,1,-3236.26505458689
400,13,4,7,2,-3300.98632287488
400,13,4,7,3,-3275.69290350096
400,13,4,7,4,-3280.04710738085
400,13,4,7,5,-3220.42166787022
400,13,4,8,1,-3243.79867585191
400,13,4,8,2,-3318.24046151621
400,13,4,8,3,-3278.53546587279
400,13,4,8,4,-3241.03221701669
400,13,4,8,5,-3223.7841249914
400,13,5,4,1,-3340.04762062815
400,13,5,4,2,-3318.11828082012
400,13,5,4,3,-3233.69110955211
400,13,5,4,4,-3243.04553824655
400,13,5,4,5,-3216.68797923618
400,13,5,5,1,-3330.366071128
400,13,5,5,2,-3303.42374080313
400,13,5,5,3,-3228.22517620735
400,13,5,5,4,-3235.44539632161
400,13,5,5,5,-3202.93929425892
400,13,5,6,1,-3322.69282836211
400,13,5,6,2,-3300.12274868136
400,13,5,6,3,-3225.74227668454
400,13,5,6,4,-3228.10727283505
400,13,5,6,5,-3204.24719998809
400,13,5,7,1,-3332.86658965765
400,13,5,7,2,-3316.5348812546
400,13,5,7,3,-3230.45652837399
400,13,5,7,4,-3254.13438157794
400,13,5,7,5,-3209.72480196963
400,13,5,8,1,-3343.87027777973
400,13,5,8,2,-3316.3349547348
400,13,5,8,3,-3230.98021252187
400,13,5,8,4,-3239.56206891337
400,13,5,8,5,-3218.35852096527
400,14,1,4,1,-3301.90682966261
400,14,1,4,2,-3379.55546959696
400,14,1,4,3,-3301.54552178479
400,14,1,4,4,-3352.17478465012
400,14,1,4,5,-3314.04566537791
400,14,1,5,1,-3261.11108093498
400,14,1,5,2,-3395.79402300182
400,14,1,5,3,-3279.08212353299
400,14,1,5,4,-3313.84083226545
400,14,1,5,5,-3301.21692521156
400,14,1,6,1,-3269.42366491522
400,14,1,6,2,-3357.64956492657
400,14,1,6,3,-3300.46163560027
400,14,1,6,4,-3323.06677686633
400,14,1,6,5,-3298.92218011865
400,14,1,7,1,-3280.53267584178
400,14,1,7,2,-3381.88557563601
400,14,1,7,3,-3293.77014426489
400,14,1,7,4,-3334.0611833223
400,14,1,7,5,-3299.69454241228
400,14,1,8,1,-3278.62052802929
400,14,1,8,2,-3367.43041393158
400,14,1,8,3,-3290.34688396761
400,14,1,8,4,-3334.76783258366
400,14,1,8,5,-3314.56146865731
400,14,2,4,1,-3366.90772354135
400,14,2,4,2,-3304.15430043909
400,14,2,4,3,-3362.57901452254
400,14,2,4,4,-3321.01502344011
400,14,2,4,5,-3358.90649414166
400,14,2,5,1,-3354.24154636795
400,14,2,5,2,-3296.41206733155
400,14,2,5,3,-3337.17763050985
400,14,2,5,4,-3321.83311976728
400,14,2,5,5,-3349.01223717093
400,14,2,6,1,-3335.33361806546
400,14,2,6,2,-3277.66220360909
400,14,2,6,3,-3389.27644434806
400,14,2,6,4,-3309.99888949983
400,14,2,6,5,-3336.849341699
400,14,2,7,1,-3339.63975484123
400,14,2,7,2,-3300.06252788503
400,14,2,7,3,-3326.73759421702
400,14,2,7,4,-3317.86099700402
400,14,2,7,5,-3346.11244449438
400,14,2,8,1,-3342.08997422287
400,14,2,8,2,-3288.43370297095
400,14,2,8,3,-3327.19160826249
400,14,2,8,4,-3327.09998002387
400,14,2,8,5,-3348.67774199957
400,14,3,4,1,-3308.49104794897
400,14,3,4,2,-3312.06389028618
400,14,3,4,3,-3285.98025089851
400,14,3,4,4,-3270.21991056221
400,14,3,4,5,-3312.68147521603
400,14,3,5,1,-3289.81945157215
400,14,3,5,2,-3295.96802649773
400,14,3,5,3,-3316.6163499112
400,14,3,5,4,-3263.97052539127
400,14,3,5,5,-3320.48621534024
400,14,3,6,1,-3292.61446334245
400,14,3,6,2,-3284.8569700146
400,14,3,6,3,-3272.77936548463
400,14,3,6,4,-3256.83249911195
400,14,3,6,5,-3300.56780751039
400,14,3,7,1,-3300.42487438176
400,14,3,7,2,-3308.36315192195
400,14,3,7,3,-3282.95507511038
400,14,3,7,4,-3256.34627772973
400,14,3,7,5,-3287.4235515743
400,14,3,8,1,-3319.38224716822
400,14,3,8,2,-3296.03478946654
400,14,3,8,3,-3282.78620725653
400,14,3,8,4,-3259.48840065541
400,14,3,8,5,-3288.46311264677
400,14,4,4,1,-3290.23733833065
400,14,4,4,2,-3272.12755255308
400,14,4,4,3,-3312.86890451505
400,14,4,4,4,-3300.82631814724
400,14,4,4,5,-3285.94043552528
400,14,4,5,1,-3277.98989306906
400,14,4,5,2,-3259.78705230033
400,14,4,5,3,-3293.25915891848
400,14,4,5,4,-3276.50452914543
400,14,4,5,5,-3272.6490623636
400,14,4,6,1,-3284.29805987481
400,14,4,6,2,-3279.3663654171
400,14,4,6,3,-3319.83181647211
400,14,4,6,4,-3279.36145888673
400,14,4,6,5,-3275.88263290272
400,14,4,7,1,-3281.23426974311
400,14,4,7,2,-3302.74762029838
400,14,4,7,3,-3292.69849374408
400,14,4,7,4,-3284.22732729344
400,14,4,7,5,-3283.91337144823
400,14,4,8,1,-3289.674100282
400,14,4,8,2,-3297.05391526664
400,14,4,8,3,-3317.16501873554
400,14,4,8,4,-3295.6271518906
400,14,4,8,5,-3291.50297163395
400,14,5,4,1,-3333.45195009925
400,14,5,4,2,-3317.10498831357
400,14,5,4,3,-3330.16106800933
400,14,5,4,4,-3291.78806483343
400,14,5,4,5,-3266.24304278752
400,14,5,5,1,-3297.68160565403
400,14,5,5,2,-3295.31283447733
400,14,5,5,3,-3322.02243472952
400,14,5,5,4,-3263.78202828963
400,14,5,5,5,-3290.6154007135
400,14,5,6,1,-3289.87892998182
400,14,5,6,2,-3289.24122029182
400,14,5,6,3,-3317.06363551356
400,14,5,6,4,-3288.86979445981
400,14,5,6,5,-3237.37478878466
400,14,5,7,1,-3301.76069875372
400,14,5,7,2,-3292.35590757695
400,14,5,7,3,-3324.06930744853
400,14,5,7,4,-3274.49855708329
400,14,5,7,5,-3253.99737278256
400,14,5,8,1,-3310.05023462456
400,14,5,8,2,-3302.22593575411
400,14,5,8,3,-3317.82304673069
400,14,5,8,4,-3283.18427543011
400,14,5,8,5,-3245.98199104267
400,15,1,4,1,-3241.15257030961
400,15,1,4,2,-3301.00435468256
400,15,1,4,3,-3216.11857891392
400,15,1,4,4,-3224.92034420807
400,15,1,4,5,-3249.59459392549
400,15,1,5,1,-3246.96911440285
400,15,1,5,2,-3278.57493984807
400,15,1,5,3,-3195.98688896634
400,15,1,5,4,-3196.88692038841
400,15,1,5,5,-3249.01078369205
400,15,1,6,1,-3232.08058928153
400,15,1,6,2,-3279.15886173182
400,15,1,6,3,-3198.43574176208
400,15,1,6,4,-3205.0475056519
400,15,1,6,5,-3258.16825522414
400,15,1,7,1,-3239.18731796419
400,15,1,7,2,-3288.46670586216
400,15,1,7,3,-3204.72217725596
400,15,1,7,4,-3208.50238114654
400,15,1,7,5,-3238.84507648491
400,15,1,8,1,-3254.0353371152
400,15,1,8,2,-3306.96909698323
400,15,1,8,3,-3218.91227982433
400,15,1,8,4,-3214.16432479835
400,15,1,8,5,-3243.07546000877
400,15,2,4,1,-3213.87556104093
400,15,2,4,2,-3155.98243713944
400,15,2,4,3,-3214.16595226674
400,15,2,4,4,-3157.11491176173
400,15,2,4,5,-3163.48207211036
400,15,2,5,1,-3211.439095469
400,15,2,5,2,-3148.80583590813
400,15,2,5,3,-3203.94691149813
400,15,2,5,4,-3149.68925410647
400,15,2,5,5,-3158.36506897562
400,15,2,6,1,-3216.18401237439
400,15,2,6,2,-3160.87700958576
400,15,2,6,3,-3206.84850175017
400,15,2,6,4,-3150.03415896081
400,15,2,6,5,-3145.30859119433
400,15,2,7,1,-3211.18389254801
400,15,2,7,2,-3150.35808757224
400,15,2,7,3,-3201.66421334646
400,15,2,7,4,-3148.80971948154
400,15,2,7,5,-3156.675907162
400,15,2,8,1,-3229.12997988777
400,15,2,8,2,-3157.65740000251
400,15,2,8,3,-3213.38427083845
400,15,2,8,4,-3152.98852119885
400,15,2,8,5,-3164.57777208612
400,15,3,4,1,-3211.80211526216
400,15,3,4,2,-3229.77085338103
400,15,3,4,3,-3216.89810183029
400,15,3,4,4,-3262.77887530121
400,15,3,4,5,-3225.2277168953
400,15,3,5,1,-3185.91927550294
400,15,3,5,2,-3228.43393743949
400,15,3,5,3,-3217.71216420471
400,15,3,5,4,-3261.56785905633
400,15,3,5,5,-3211.27783649148
400,15,3,6,1,-3184.86522670674
400,15,3,6,2,-3210.82518227441
400,15,3,6,3,-3209.95672179806
400,15,3,6,4,-3238.70712310144
400,15,3,6,5,-3205.58353115213
400,15,3,7,1,-3192.69443773234
400,15,3,7,2,-3217.62216783061
400,15,3,7,3,-3222.8786626938
400,15,3,7,4,-3245.32509084457
400,15,3,7,5,-3213.65419571418
400,15,3,8,1,-3201.9251615342
400,15,3,8,2,-3228.18238736368
400,15,3,8,3,-3222.8333044438
400,15,3,8,4,-3247.41655379835
400,15,3,8,5,-3214.3552917369
400,15,4,4,1,-3135.33921322645
400,15,4,4,2,-3207.50548744808
400,15,4,4,3,-3226.4406980002
400,15,4,4,4,-3228.65439938218
400,15,4,4,5,-3227.85262163097
400,15,4,5,1,-3136.29860957054
400,15,4,5,2,-3197.40206931092
400,15,4,5,3,-3231.5838130998
400,15,4,5,4,-3226.36603140696
400,15,4,5,5,-3221.93065063706
400,15,4,6,1,-3132.40173615691
400,15,4,6,2,-3190.57845477043
400,15,4,6,3,-3217.67875964372
400,15,4,6,4,-3213.02635843188
400,15,4,6,5,-3219.14109130722
400,15,4,7,1,-3138.0229459223
400,15,4,7,2,-3197.79523075627
400,15,4,7,3,-3224.03124162565
400,15,4,7,4,-3222.88049046036
400,15,4,7,5,-3221.55714734408
400,15,4,8,1,-3147.39683207491
400,15,4,8,2,-3209.77393063758
400,15,4,8,3,-3229.51292844951
400,15,4,8,4,-3236.15942328643
400,15,4,8,5,-3231.31438135733
400,15,5,4,1,-3165.01531213684
400,15,5,4,2,-3230.35747383127
400,15,5,4,3,-3252.01489762958
400,15,5,4,4,-3190.8968195785
400,15,5,4,5,-3219.93655826556
400,15,5,5,1,-3165.26156504198
400,15,5,5,2,-3231.35457628576
400,15,5,5,3,-3249.97912146531
400,15,5,5,4,-3195.98884494982
400,15,5,5,5,-3221.22400821573
400,15,5,6,1,-3163.95572757288
400,15,5,6,2,-3229.39385370331
400,15,5,6,3,-3259.31543625002
400,15,5,6,4,-3194.81377041319
400,15,5,6,5,-3234.60651154853
400,15,5,7,1,-3171.83852429745
400,15,5,7,2,-3247.38754311813
400,15,5,7,3,-3262.48825034628
400,15,5,7,4,-3193.93847016144
400,15,5,7,5,-3231.43565988542
400,15,5,8,1,-3175.8010743085
400,15,5,8,2,-3248.51988895818
400,15,5,8,3,-3273.79567694854
400,15,5,8,4,-3212.0433334583
400,15,5,8,5,-3235.72494260622
400,16,1,4,1,-3388.51679125811
400,16,1,4,2,-3409.91096549883
400,16,1,4,3,-3382.17843202089
400,16,1,4,4,-3365.4653282177
400,16,1,4,5,-3356.77514802055
400,16,1,5,1,-3391.39022529155
400,16,1,5,2,-3413.20114811689
400,16,1,5,3,-3368.26351843479
400,16,1,5,4,-3357.76570836116
400,16,1,5,5,-3350.52129064152
400,16,1,6,1,-3376.10234103751
400,16,1,6,2,-3389.93106772705
400,16,1,6,3,-3387.53783732104
400,16,1,6,4,-3353.51229086294
400,16,1,6,5,-3371.08003358368
400,16,1,7,1,-3380.42117607718
400,16,1,7,2,-3397.54424896949
400,16,1,7,3,-3377.29625301623
400,16,1,7,4,-3360.50102060645
400,16,1,7,5,-3369.49928659626
400,16,1,8,1,-3385.54829900752
400,16,1,8,2,-3409.15419837768
400,16,1,8,3,-3388.72566001825
400,16,1,8,4,-3365.71395553389
400,16,1,8,5,-3408.92616789959
400,16,2,4,1,-3401.08805157137
400,16,2,4,2,-3346.09689896984
400,16,2,4,3,-3365.62462940915
400,16,2,4,4,-3302.07170465373
400,16,2,4,5,-3319.31383449191
400,16,2,5,1,-3400.77961655242
400,16,2,5,2,-3332.22176207871
400,16,2,5,3,-3350.88257280776
400,16,2,5,4,-3297.65142497731
400,16,2,5,5,-3306.29404797577
400,16,2,6,1,-3380.88874793316
400,16,2,6,2,-3331.7790515072
400,16,2,6,3,-3346.16845737158
400,16,2,6,4,-3294.35475055314
400,16,2,6,5,-3305.8287302677
400,16,2,7,1,-3385.66675655197
400,16,2,7,2,-3337.46770158619
400,16,2,7,3,-3351.88122194323
400,16,2,7,4,-3298.49053397262
400,16,2,7,5,-3308.48851262738
400,16,2,8,1,-3393.55924690224
400,16,2,8,2,-3345.29423393354
400,16,2,8,3,-3359.33880290163
400,16,2,8,4,-3306.09328744623
400,16,2,8,5,-3318.82989996269
400,16,3,4,1,-3373.73113960371
400,16,3,4,2,-3299.14070430812
400,16,3,4,3,-3383.67216571372
400,16,3,4,4,-3337.85203721372
400,16,3,4,5,-3357.77623763993
400,16,3,5,1,-3369.00423356387
400,16,3,5,2,-3288.72928163376
400,16,3,5,3,-3370.31827420984
400,16,3,5,4,-3333.80334474235
400,16,3,5,5,-3340.98477673787
400,16,3,6,1,-3355.77422525515
400,16,3,6,2,-3272.92628279132
400,16,3,6,3,-3355.14929381928
400,16,3,6,4,-3320.22782722781
400,16,3,6,5,-3319.47007756095
400,16,3,7,1,-3361.89420151296
400,16,3,7,2,-3278.70273762593
400,16,3,7,3,-3362.14042264268
400,16,3,7,4,-3331.08096705897
400,16,3,7,5,-3325.30909397314
400,16,3,8,1,-3370.21363603634
400,16,3,8,2,-3285.77975460084
400,16,3,8,3,-3367.4038029439
400,16,3,8,4,-3332.01841389095
400,16,3,8,5,-3331.86830744033
400,16,4,4,1,-3331.7764927559
400,16,4,4,2,-3284.19473104895
400,16,4,4,3,-3409.70786467
400,16,4,4,4,-3341.55400483272
400,16,4,4,5,-3329.70061392925
400,16,4,5,1,-3319.19879609767
400,16,4,5,2,-3279.71967990697
400,16,4,5,3,-3405.01322868692
400,16,4,5,4,-3344.39150670377
400,16,4,5,5,-3315.8192241224
400,16,4,6,1,-3306.48622603296
400,16,4,6,2,-3263.97382297927
400,16,4,6,3,-3374.10794643817
400,16,4,6,4,-3319.87766530255
400,16,4,6,5,-3307.57388548466
400,16,4,7,1,-3312.04274242958
400,16,4,7,2,-3271.99838952872
400,16,4,7,3,-3377.75051621951
400,16,4,7,4,-3325.26628150733
400,16,4,7,5,-3315.95561078527
400,16,4,8,1,-3331.10929752467
400,16,4,8,2,-3277.6149367347
400,16,4,8,3,-3385.14994174056
400,16,4,8,4,-3331.53594684063
400,16,4,8,5,-3327.47536388574
400,16,5,4,1,-3364.52494635755
400,16,5,4,2,-3344.84913304331
400,16,5,4,3,-3354.4460556633
400,16,5,4,4,-3385.29071243956
400,16,5,4,5,-3348.3369732551
400,16,5,5,1,-3362.30826802796
400,16,5,5,2,-3336.57440890346
400,16,5,5,3,-3347.45827619715
400,16,5,5,4,-3379.06700223581
400,16,5,5,5,-3337.9869663013
400,16,5,6,1,-3341.54300517612
400,16,5,6,2,-3327.0258151033
400,16,5,6,3,-3337.50609474666
400,16,5,6,4,-3370.28531944877
400,16,5,6,5,-3326.69812299455
400,16,5,7,1,-3349.18139034392
400,16,5,7,2,-3339.79338386315
400,16,5,7,3,-3348.61501055096
400,16,5,7,4,-3379.73047644378
400,16,5,7,5,-3337.29196339129
400,16,5,8,1,-3359.89102042669
400,16,5,8,2,-3334.09632028586
400,16,5,8,3,-3355.22171840084
400,16,5,8,4,-3385.84353797509
400,16,5,8,5,-3341.80182239482
400,17,1,4,1,-3246.17349166133
400,17,1,4,2,-3322.63081446978
400,17,1,4,3,-3288.27930261759
400,17,1,4,4,-3228.62821859113
400,17,1,4,5,-3314.4221248719
400,17,1,5,1,-3234.2401097006
400,17,1,5,2,-3318.66661286455
400,17,1,5,3,-3284.01102377354
400,17,1,5,4,-3230.11611421207
400,17,1,5,5,-3321.41703703052
400,17,1,6,1,-3238.18390802982
400,17,1,6,2,-3335.03179267672
400,17,1,6,3,-3281.81886686949
400,17,1,6,4,-3242.38226075691
400,17,1,6,5,-3302.37787130514
400,17,1,7,1,-3242.83368349513
400,17,1,7,2,-3339.26154949284
400,17,1,7,3,-3288.29890889047
400,17,1,7,4,-3253.44321274998
400,17,1,7,5,-3305.01449495734
400,17,1,8,1,-3249.58712242796
400,17,1,8,2,-3339.59222498992
400,17,1,8,3,-3293.11585273142
400,17,1,8,4,-3248.23940035825
400,17,1,8,5,-3330.07434517813
400,17,2,4,1,-3378.5893363178
400,17,2,4,2,-3286.57604017165
400,17,2,4,3,-3309.05600444299
400,17,2,4,4,-3307.98551008381
400,17,2,4,5,-3371.58923168535
400,17,2,5,1,-3378.11838486758
400,17,2,5,2,-3281.14324813796
400,17,2,5,3,-3311.89655723922
400,17,2,5,4,-3313.94663672579
400,17,2,5,5,-3367.82649011994
400,17,2,6,1,-3371.59620399997
400,17,2,6,2,-3273.72141888162
400,17,2,6,3,-3319.67131195758
400,17,2,6,4,-3303.73962858887
400,17,2,6,5,-3374.83514699906
400,17,2,7,1,-3379.37453727803
400,17,2,7,2,-3277.12280588327
400,17,2,7,3,-3331.44608911357
400,17,2,7,4,-3308.92726487858
400,17,2,7,5,-3374.50332665098
400,17,2,8,1,-3393.60197029625
400,17,2,8,2,-3299.79825546543
400,17,2,8,3,-3329.58858719872
400,17,2,8,4,-3328.21101359526
400,17,2,8,5,-3388.49922810955
400,17,3,4,1,-3238.04137790756
400,17,3,4,2,-3291.22503475519
400,17,3,4,3,-3255.14248014883
400,17,3,4,4,-3279.06344236216
400,17,3,4,5,-3272.07636426774
400,17,3,5,1,-3245.38512335107
400,17,3,5,2,-3288.80667207905
400,17,3,5,3,-3252.55400431165
400,17,3,5,4,-3269.26805012816
400,17,3,5,5,-3272.52660769835
400,17,3,6,1,-3238.0090374311
400,17,3,6,2,-3276.97918162246
400,17,3,6,3,-3245.50886719818
400,17,3,6,4,-3262.15396443418
400,17,3,6,5,-3267.46850096387
400,17,3,7,1,-3241.14702089948
400,17,3,7,2,-3289.61715541893
400,17,3,7,3,-3250.11454023104
400,17,3,7,4,-3269.38346957157
400,17,3,7,5,-3276.41128645519
400,17,3,8,1,-3247.19404041078
400,17,3,8,2,-3294.67096604752
400,17,3,8,3,-3257.98530934501
400,17,3,8,4,-3286.37722499644
400,17,3,8,5,-3280.96708824478
400,17,4,4,1,-3238.12787091296
400,17,4,4,2,-3286.16568361026
400,17,4,4,3,-3261.97028023158
400,17,4,4,4,-3244.68399401637
400,17,4,4,5,-3254.04188207596
400,17,4,5,1,-3222.44874452835
400,17,4,5,2,-3303.87256473863
400,17,4,5,3,-3270.53750351146
400,17,4,5,4,-3232.14303457743
400,17,4,5,5,-3253.79264284368
400,17,4,6,1,-3241.73681459645
400,17,4,6,2,-3273.03925681236
400,17,4,6,3,-3264.8953286491
400,17,4,6,4,-3239.1323225441
400,17,4,6,5,-3264.97918349842
400,17,4,7,1,-3283.77407255966
400,17,4,7,2,-3283.96702289629
400,17,4,7,3,-3265.04964115666
400,17,4,7,4,-3266.28371166126
400,17,4,7,5,-3268.52323475625
400,17,4,8,1,-3239.02941527266
400,17,4,8,2,-3293.2223005576
400,17,4,8,3,-3284.28095879308
400,17,4,8,4,-3252.11715024159
400,17,4,8,5,-3274.832270927
400,17,5,4,1,-3279.86833286086
400,17,5,4,2,-3265.84705554583
400,17,5,4,3,-3279.31352535565
400,17,5,4,4,-3248.03613648363
400,17,5,4,5,-3224.86726341933
400,17,5,5,1,-3292.10994286348
400,17,5,5,2,-3266.27698629192
400,17,5,5,3,-3260.09392158532
400,17,5,5,4,-3256.9512142192
400,17,5,5,5,-3233.74142804663
400,17,5,6,1,-3301.48792720767
400,17,5,6,2,-3260.89745843335
400,17,5,6,3,-3266.98096104844
400,17,5,6,4,-3290.82159490205
400,17,5,6,5,-3244.12086500751
400,17,5,7,1,-3292.12030525266
400,17,5,7,2,-3280.30171403632
400,17,5,7,3,-3278.99762312737
400,17,5,7,4,-3283.96409817768
400,17,5,7,5,-3250.17840406366
400,17,5,8,1,-3302.4685791754
400,17,5,8,2,-3275.2010111331
400,17,5,8,3,-3280.39134583936
400,17,5,8,4,-3270.3562133871
400,17,5,8,5,-3251.27931050872
400,18,1,4,1,-3161.84129168683
400,18,1,4,2,-3191.67165714306
400,18,1,4,3,-3133.90707406524
400,18,1,4,4,-3200.53403422694
400,18,1,4,5,-3212.7110334309
400,18,1,5,1,-3142.99447789568
400,18,1,5,2,-3202.76707760692
400,18,1,5,3,-3139.95964535127
400,18,1,5,4,-3176.65740730964
400,18,1,5,5,-3173.05769279495
400,18,1,6,1,-3137.02605444456
400,18,1,6,2,-3227.65230047179
400,18,1,6,3,-3121.30370409797
400,18,1,6,4,-3152.71239304535
400,18,1,6,5,-3178.97861213401
400,18,1,7,1,-3161.14974875968
400,18,1,7,2,-3192.82300747765
400,18,1,7,3,-3128.04706602216
400,18,1,7,4,-3163.52774136454
400,18,1,7,5,-3177.9968288463
400,18,1,8,1,-3139.69970667683
400,18,1,8,2,-3196.64736978252
400,18,1,8,3,-3130.92885098187
400,18,1,8,4,-3174.02150969425
400,18,1,8,5,-3174.38154430565
400,18,2,4,1,-3205.39607074901
400,18,2,4,2,-3175.12045521231
400,18,2,4,3,-3193.26546165423
400,18,2,4,4,-3183.90426407089
400,18,2,4,5,-3220.53893166375
400,18,2,5,1,-3196.4987425099
400,18,2,5,2,-3164.98290971977
400,18,2,5,3,-3179.56610265138
400,18,2,5,4,-3167.35566547662
400,18,2,5,5,-3222.47131061901
400,18,2,6,1,-3195.4753640191
400,18,2,6,2,-3148.76591837711
400,18,2,6,3,-3168.04683920907
400,18,2,6,4,-3163.12551174582
400,18,2,6,5,-3219.58561602717
400,18,2,7,1,-3214.72402817501
400,18,2,7,2,-3153.98577510802
400,18,2,7,3,-3174.57804970583
400,18,2,7,4,-3172.49660761903
400,18,2,7,5,-3210.6189657998
400,18,2,8,1,-3203.43708574539
400,18,2,8,2,-3159.98656709108
400,18,2,8,3,-3209.12446375149
400,18,2,8,4,-3175.48150672964
400,18,2,8,5,-3221.65932596798
400,18,3,4,1,-3156.557324996
400,18,3,4,2,-3166.42561065659
400,18,3,4,3,-3131.70503662873
400,18,3,4,4,-3170.5417602715
400,18,3,4,5,-3164.17191200945
400,18,3,5,1,-3140.92969992556
400,18,3,5,2,-3154.46374683639
400,18,3,5,3,-3133.65237454554
400,18,3,5,4,-3158.21445827551
400,18,3,5,5,-3150.54548655765
400,18,3,6,1,-3140.69790570067
400,18,3,6,2,-3142.28124674285
400,18,3,6,3,-3133.36673545119
400,18,3,6,4,-3148.9834127166
400,18,3,6,5,-3153.91842158237
400,18,3,7,1,-3165.92556027562
400,18,3,7,2,-3146.51194637365
400,18,3,7,3,-3123.97174821482
400,18,3,7,4,-3167.90884008445
400,18,3,7,5,-3166.55489538786
400,18,3,8,1,-3141.44758018772
400,18,3,8,2,-3155.75781358593
400,18,3,8,3,-3122.99100801933
400,18,3,8,4,-3162.53482316496
400,18,3,8,5,-3159.39134905044
